,judge,charge_orc,counts,prior_cases,bond_amt,bond_type,race,year
51291,ODONNELL_JP,2919.25(A),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51293,Judge2_NO,2919.25(A),1,7,40000.0,CASH/SURETY/PROPERTY,BLACK,2016
51296,CORRIGAN_PJ,2925.11(A),1,0,2500.0,PERSONAL,WHITE,2016
51298,ROOM_A,2913.05(A),1,11,25000.0,PERSONAL,BLACK,2016
51300,PROGRAM_D,2913.02(A)(1),1,0,1000.0,CASH/SURETY/PROPERTY,BLACK,2016
51304,CORRIGAN_PJ,2919.25(A),1,6,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
51305,DONNELLY_MP,2917.11,1,0,10000.0,CASH/SURETY/PROPERTY,HISPANIC,2016
51309,ROOM_A,2913.51,1,24,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
51310,RUSSO_MJ,2925.11(A),1,6,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
51311,JACKSON_ME,2911.12(B),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51323,MATIA_DT,2903.11(A)(1),1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
51324,AMBROSE_D,2923.16.D(1),1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
51326,MCMONAGLE_MA,2925.11(A),1,3,2500.0,PERSONAL,WHITE,2016
51334,MCMONAGLE_MA,2913.51(A),1,0,1500.0,PERSONAL,BLACK,2016
51335,GAUL_D,2923.12(A)(2),1,0,2500.0,PERSONAL,BLACK,2016
51339,BURNSIDE_JR,2903.13(A),1,3,40000.0,CASH/SURETY/PROPERTY,BLACK,2016
51346,CALABRESE_DR,2925.11(A),1,0,2500.0,PERSONAL,WHITE,2016
51368,FRIEDMAN_SA,2913.03(A),1,3,2500.0,PERSONAL,BLACK,2016
51373,ROOM_A,2923.161,1,0,1000.0,CASH/SURETY/PROPERTY,BLACK,2016
51374,SUTULA_JD,2921.34.(A)(3),1,6,1500.0,PERSONAL,OTHER,2016
51375,MCDONNELL_NR,2919.25(A),1,8,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51377,SUTULA_KA,2913.02(A)(2),1,0,1500.0,PERSONAL,WHITE,2016
51379,SUTULA_KA,2913.03(A),1,0,2000.0,CASH/SURETY/PROPERTY,BLACK,2016
51385,MCMONAGLE_MA,2913.51(A),1,6,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51395,ROOM_A,2925.23,1,0,7500.0,CASH/SURETY/PROPERTY,BLACK,2016
51397,MCCORMICK_T,2923.12(A)(2),1,2,5000.0,PERSONAL,BLACK,2016
51401,ROOM_A,2919.25,1,0,,CASH/SURETY/PROPERTY,WHITE,2016
51402,ODONNELL_JP,2919.25(A),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51404,RUSSO_JJ,2925.11(A),1,2,,CASH/SURETY/PROPERTY,WHITE,2016
51405,VILLANUEVA_JA,2913.03(A),1,5,10000.0,PERSONAL,BLACK,2016
51406,WILLIAMS_CC,2907.03(A)(1),1,6,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51408,MCCLELLAND_RC,2913.03(A),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51409,DONNELLY_MP,2923.12(A)(2),1,0,2500.0,PERSONAL,BLACK,2016
51411,MCMONAGLE_MA,2903.13(A),1,9,5000.0,PERSONAL,HISPANIC,2016
51412,VILLANUEVA_JA,2903.13(A),1,15,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51414,RUSSO_NM,2913.51(A),1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51420,FUERST_NA,2919.25(A),1,0,25000.0,PERSONAL,WHITE,2016
51424,ROOM_A,2963.24,1,5,,CASH/SURETY/PROPERTY,BLACK,2016
51431,GALL_SE,2925.11(A),1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51433,ROOM_A,2913.51,1,3,1500.0,PERSONAL,BLACK,2016
51434,SYNENBERG_J,2903.13(A),1,0,3000.0,CASH/SURETY/PROPERTY,WHITE,2016
51439,FUERST_NA,2913.51(A),1,25,1500.0,CASH/SURETY/PROPERTY,BLACK,2016
51440,FRIEDMAN_SA,2921.34.(A)(3),1,13,10000.0,CASH/SURETY/PROPERTY,WHITE,2016
51441,MCCORMICK_T,2925.11(A),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2016
51443,RUSSO_NM,2925.11(A),1,0,1500.0,CASH/SURETY/PROPERTY,WHITE,2016
51444,WILLIAMS_CC,2903.11(A)(1),1,5,7500.0,PERSONAL,BLACK,2016
51446,MATIA_DT,2923.16(B),1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
51449,GALLAGHER_SM,2925.11(A),1,1,2500.0,PERSONAL,BLACK,2016
51450,DONNELLY_MP,2925.11(A),1,2,1500.0,PERSONAL,BLACK,2016
51452,ROOM_A,2911.12,1,2,,CASH/SURETY/PROPERTY,BLACK,2016
51453,MCCLELLAND_RC,2925.11(A),1,0,2500.0,PERSONAL,WHITE,2016
51467,GALLAGHER_SM,2913.02(A)(1),1,2,1500.0,CASH/SURETY/PROPERTY,BLACK,2016
51471,CLANCY_M,2919.25(A),1,1,10000.0,CASH/SURETY/PROPERTY,WHITE,2016
51474,SYNENBERG_J,2925.11(A),1,5,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
51476,RUSSO_JD,2925.11(A),1,6,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
51482,SUTULA_KA,2925.11(A),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
51484,MCMONAGLE_MA,2925.11(A),1,4,5000.0,PERSONAL,BLACK,2016
51492,ROOM_A,2919.22,1,1,3500.0,CASH/SURETY/PROPERTY,WHITE,2016
51494,ROOM_A,2907.03,1,3,,CASH/SURETY/PROPERTY,BLACK,2016
51502,SYNENBERG_J,2925.11(A),1,0,1500.0,PERSONAL,BLACK,2016
51506,FRIEDMAN_SA,2919.25(A),1,0,15000.0,CASH/SURETY/PROPERTY,BLACK,2016
51507,SAFFOLD_SS,2921.34.(A)(3),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51508,BARKER_PA,2913.51(A),1,0,2500.0,PERSONAL,OTHER,2016
51509,MATIA_DT,2921.34.(A)(3),1,8,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51511,GALL_SE,2925.11(A),1,3,2500.0,CASH/SURETY/PROPERTY,HISPANIC,2016
51513,BARKER_PA,2903.13(A),1,0,5000.0,PERSONAL,BLACK,2016
51515,CORRIGAN_PJ,2905.02(A)(2),1,0,50000.0,CASH/SURETY/PROPERTY,OTHER,2016
51517,CALABRESE_DR,2925.11(A),1,16,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51518,GALLAGHER_HL,2923.12(A)(2),1,0,2500.0,PERSONAL,BLACK,2016
51519,ASTRAB_M,2907.23(A)(2),1,0,10000.0,CASH/SURETY/PROPERTY,WHITE,2016
51523,ODONNELL_JP,2913.03(B),1,0,2500.0,PERSONAL,WHITE,2016
51524,RUSSO_MJ,2911.12(B),1,16,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51525,BURNSIDE_JR,2911.13(A),1,1,5000.0,PERSONAL,BLACK,2016
51527,MCCLELLAND_RC,2903.13(A),1,0,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
51528,GALLAGHER_HL,2913.03(B),1,3,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
51529,RUSSO_NM,2925.11(A),1,1,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
51536,VILLANUEVA_JA,2925.11(A),1,3,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
51538,ROOM_A,2963.24,1,2,,CASH/SURETY/PROPERTY,BLACK,2016
51540,ROOM_A,2950.05,1,11,,CASH/SURETY/PROPERTY,BLACK,2016
51545,GALLAGHER_SM,2950.04.E,1,5,2500.0,PERSONAL,BLACK,2016
51551,ROOM_A,2950.06.F,1,0,,CASH/SURETY/PROPERTY,BLACK,2016
51556,MATIA_DT,2907.04(A),1,0,10000.0,CASH/SURETY/PROPERTY,HISPANIC,2016
51559,SUTULA_JD,2925.11(A),1,0,2500.0,PERSONAL,WHITE,2016
51571,RUSSO_JJ,2921.331(B),1,0,25000.0,CASH/SURETY/PROPERTY,HISPANIC,2016
51572,CORRIGAN_PJ,2923.12(A)(2),1,1,5000.0,PERSONAL,BLACK,2016
51573,MCMONAGLE_MA,2925.11(A),1,3,2500.0,PERSONAL,WHITE,2016
51575,FRIEDLAND_CB,2923.24(A),1,0,1500.0,PERSONAL,WHITE,2016
51577,MATIA_DT,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2016
51579,CALABRESE_DR,2925.23(B)(1),1,3,7500.0,CASH/SURETY/PROPERTY,WHITE,2016
51590,CLANCY_M,2919.25(A),1,6,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
51598,GALLAGHER_SM,2925.11(A),1,12,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
51599,SUTULA_JD,2925.11(A),1,10,2500.0,CASH/SURETY/PROPERTY,WHITE,2016
51602,ROOM_A,2903.11,1,0,,CASH/SURETY/PROPERTY,BLACK,2016
51610,BURNSIDE_JR,2913.02(A)(3),1,0,2500.0,PERSONAL,BLACK,2016
51611,Judge2_NO,2903.11,1,1,,CASH/SURETY/PROPERTY,HISPANIC,2016
51620,FRIEDLAND_CB,2923.13(A)(2),1,2,10000.0,PERSONAL,BLACK,2016
51625,ROOM_A,2903.01,1,6,0.0,CASH/SURETY/PROPERTY,BLACK,2016
51626,FRIEDMAN_SA,2919.25(A),1,2,30000.0,CASH/SURETY/PROPERTY,BLACK,2016
51629,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,WHITE,2016
51632,ROOM_A,2913.02,1,0,100000.0,CASH/SURETY/PROPERTY,WHITE,2016
51633,ROOM_A,2950.05,1,4,,CASH/SURETY/PROPERTY,BLACK,2016
51646,RUSSO_JD,2919.25(A),1,0,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
51655,CALABRESE_DR,2921.31(A),1,2,50000.0,CASH/SURETY/PROPERTY,BLACK,2016
51657,RUSSO_NM,2911.211(A),1,0,1500.0,PERSONAL,WHITE,2016
51662,ODONNELL_JP,2919.25(A),1,0,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51672,Judge2_NO,2903.11,1,1,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51676,CALABRESE_DR,2921.34.(A)(3),1,11,10000.0,CASH/SURETY/PROPERTY,WHITE,2016
51680,BARKER_PA,2911.12(B),1,5,10000.0,CASH/SURETY/PROPERTY,WHITE,2016
51688,MATIA_DT,2913.02(A)(1),1,0,2500.0,PERSONAL,WHITE,2016
51689,CALABRESE_DR,2919.25(A),1,4,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51690,ROOM_A,2925.11(A),1,3,,CASH/SURETY/PROPERTY,WHITE,2016
51692,ROOM_A,2925.11(A),1,0,,CASH/SURETY/PROPERTY,WHITE,2016
51693,VILLANUEVA_JA,2923.121(A),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
51697,MCCLELLAND_RC,2903.11(A)(2),1,2,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
51699,GALLAGHER_SM,2919.25(A),1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51700,Judge2_NO,2903.11,1,2,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51701,FRIEDMAN_SA,2923.12(A)(2),1,1,3500.0,CASH/SURETY/PROPERTY,BLACK,2016
51709,SUTULA_KA,2923.24(A),1,0,10000.0,CASH/SURETY/PROPERTY,HISPANIC,2016
51710,RUSSO_MJ,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2016
51711,BURNSIDE_JR,2919.25(A),1,4,10000.0,PERSONAL,BLACK,2016
51714,ROOM_A,2923.12,1,0,,CASH/SURETY/PROPERTY,BLACK,2016
51718,MCMONAGLE_MA,2923.16(B),1,1,1000.0,CASH/SURETY/PROPERTY,BLACK,2016
51723,BARKER_PA,2913.51(A),1,1,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51724,BARKER_PA,2925.11(A),1,1,2500.0,PERSONAL,WHITE,2016
51726,GAUL_D,2903.13(A),1,0,2500.0,CASH/SURETY/PROPERTY,WHITE,2016
51727,Judge2_NO,2903.11,1,0,,CASH/SURETY/PROPERTY,BLACK,2016
51728,CORRIGAN_BJ,2913.02(A)(2),1,0,1500.0,PERSONAL,BLACK,2016
51730,SUTULA_JD,2909.06(A)(1),1,6,2500.0,PERSONAL,BLACK,2016
51731,MCCORMICK_T,2909.04(A)(1),1,2,20000.0,CASH/SURETY/PROPERTY,WHITE,2016
51734,ROOM_A,2913.42(A)(1),1,0,,CASH/SURETY/PROPERTY,BLACK,2016
51735,Judge2_NO,2921.34,1,4,,CASH/SURETY/PROPERTY,BLACK,2016
51738,ROOM_A,2913.51(A),1,1,,CASH/SURETY/PROPERTY,WHITE,2016
51741,FUERST_NA,2913.51(A),1,0,10000.0,CASH/SURETY/PROPERTY,WHITE,2016
51743,MCCORMICK_T,2921.331(B),1,2,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51746,CORRIGAN_BJ,2913.51(A),1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51748,PROGRAM_D,2923.12(A)(2),1,0,2500.0,PERSONAL,BLACK,2016
51749,ROOM_A,2913.51,1,1,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51753,GALL_SE,2923.12(A)(2),1,3,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51755,FRIEDLAND_CB,2913.02(A)(1),1,1,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51756,ROOM_A,2911.12(A)(1),1,0,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
51758,RUSSO_MJ,2919.27(A)(1),1,1,50000.0,CASH/SURETY/PROPERTY,WHITE,2016
51761,Judge2_NO,2903.11,1,0,15000.0,CASH/SURETY/PROPERTY,BLACK,2016
51770,MCDONNELL_NR,2925.11(A),1,1,1500.0,CASH/SURETY/PROPERTY,WHITE,2016
51771,FRIEDLAND_CB,2913.51(A),1,1,1500.0,PERSONAL,BLACK,2016
51772,RUSSO_NM,2913.51(A),1,10,1000.0,PERSONAL,BLACK,2016
51775,SYNENBERG_J,2925.11(A),1,4,2500.0,PERSONAL,BLACK,2016
51776,ROOM_A,2907.02,1,2,,CASH/SURETY/PROPERTY,WHITE,2016
51777,MCCLELLAND_RC,2913.51(A),1,1,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51780,GAUL_D,2921.34.(A)(3),1,28,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51784,BARKER_PA,2913.03(A),1,0,1500.0,CASH/SURETY/PROPERTY,BLACK,2016
51787,RUSSO_JD,2911.02(A)(3),1,1,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51788,ODONNELL_JP,2903.13(A),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
51789,GALLAGHER_SM,2903.13(A),1,18,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
51792,DONNELLY_MP,2913.51(A),1,9,1500.0,CASH/SURETY/PROPERTY,BLACK,2016
51803,SAFFOLD_SS,2909.03(A)(1),1,3,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
51805,BARKER_PA,2913.02(A)(2),1,1,7500.0,PERSONAL,WHITE,2016
51806,CALABRESE_DR,2913.31(A)(3),1,4,15000.0,PERSONAL,BLACK,2016
51807,CALABRESE_DR,2913.31(A)(3),1,4,15000.0,PERSONAL,BLACK,2016
51813,MCDONNELL_NR,2919.21(B),1,0,1500.0,CASH/SURETY/PROPERTY,WHITE,2016
51815,SUTULA_KA,2950.06.F,1,22,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51819,ODONNELL_JP,2919.21(B),1,2,1500.0,PERSONAL,BLACK,2016
51821,GALLAGHER_SM,2919.25(A),1,3,2500.0,PERSONAL,BLACK,2016
51822,GALL_SE,2913.02(A)(1),1,14,2500.0,PERSONAL,BLACK,2016
51824,JACKSON_ME,2913.02(A)(2),1,0,2500.0,PERSONAL,BLACK,2016
51826,Judge2_NO,2925.11,1,0,,CASH/SURETY/PROPERTY,BLACK,2016
51827,ODONNELL_JP,2925.11(A),1,4,2500.0,PERSONAL,BLACK,2016
51835,MATIA_DT,2921.34,1,2,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
51836,ODONNELL_JP,2921.34.(A)(3),1,6,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51837,FUERST_NA,2921.34.(A)(3),1,4,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
51838,VILLANUEVA_JA,2925.11(A),1,0,2500.0,PERSONAL,WHITE,2016
51844,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,BLACK,2016
51845,ROOM_A,2963.24,1,1,,CASH/SURETY/PROPERTY,BLACK,2016
51848,SUTULA_KA,2921.34.(A)(3),1,22,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51856,ROOM_A,2913.11,1,1,,CASH/SURETY/PROPERTY,WHITE,2016
51860,PROGRAM_D,2913.02(A)(3),1,0,2500.0,PERSONAL,WHITE,2016
51862,FRIEDLAND_CB,2913.51(A),1,2,1500.0,PERSONAL,BLACK,2016
51863,CORRIGAN_BJ,2909.05(A),1,3,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51867,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,WHITE,2016
51868,GALLAGHER_HL,2950.05.F(1),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51869,FRIEDMAN_SA,2925.11(A),1,2,2500.0,PERSONAL,WHITE,2016
51870,RUSSO_MJ,2913.02(A)(1),1,1,7500.0,CASH/SURETY/PROPERTY,BLACK,2016
51872,Judge2_NO,2913.02,1,5,,CASH/SURETY/PROPERTY,WHITE,2016
51873,ROOM_A,2907.02,1,7,,CASH/SURETY/PROPERTY,BLACK,2016
51878,AMBROSE_D,2919.25(A),1,4,5000.0,PERSONAL,BLACK,2016
51881,RUSSO_JD,2913.49(B)(2),1,15,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
51886,MATIA_DT,2925.11(A),1,1,2500.0,PERSONAL,WHITE,2016
51887,Judge2_NO,2907.02,1,4,,CASH/SURETY/PROPERTY,BLACK,2016
51889,AMBROSE_D,2903.12(A)(2),1,12,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51898,FRIEDMAN_SA,2950.05.E(1),1,11,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51899,FUERST_NA,2950.06.F,1,3,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51900,WILLIAMS_CC,2921.34.(A)(3),1,7,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51901,MCCORMICK_T,2950.06.F,1,4,20000.0,CASH/SURETY/PROPERTY,BLACK,2016
51905,WILLIAMS_CC,2921.34.(A)(3),1,4,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51906,FUERST_NA,2950.05.F(1),1,4,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
51908,CORRIGAN_PJ,2919.25(A),1,0,3500.0,CASH/SURETY/PROPERTY,WHITE,2016
51912,BURNSIDE_JR,2913.02(A)(1),1,1,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
51914,CALABRESE_DR,2923.12(A)(2),1,0,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
51915,GAUL_D,2925.11(A),1,1,5000.0,PERSONAL,WHITE,2016
51917,SUTULA_KA,2925.11(A),1,1,5000.0,PERSONAL,BLACK,2016
51919,BURNSIDE_JR,2925.11(A),1,9,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51921,RUSSO_JJ,2923.12(A)(2),1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
51923,WILLIAMS_CC,2903.11(A)(1),1,0,20000.0,CASH/SURETY/PROPERTY,WHITE,2016
51924,ROOM_A,2925.11,1,1,,CASH/SURETY/PROPERTY,BLACK,2016
51925,MCCORMICK_T,2921.34(A)(1),1,1,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51927,GALLAGHER_HL,2950.05.E(1),1,0,10000.0,PERSONAL,BLACK,2016
51932,RUSSO_JD,2925.11(A),1,0,7500.0,CASH/SURETY/PROPERTY,WHITE,2016
51936,GALLAGHER_SM,2923.12(A)(2),1,0,2500.0,PERSONAL,BLACK,2016
51937,CORRIGAN_PJ,2925.11(A),1,5,2500.0,PERSONAL,BLACK,2016
51945,PROGRAM_D,2913.02(A)(1),1,0,2500.0,PERSONAL,BLACK,2016
51949,RUSSO_JD,2919.25(A),1,2,35000.0,CASH/SURETY/PROPERTY,BLACK,2016
51956,Judge2_NO,2903.11,1,1,2000.0,CASH/SURETY/PROPERTY,BLACK,2016
51959,FRIEDLAND_CB,2921.331(B),1,2,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
51965,ROOM_A,2925.03,1,0,,CASH/SURETY/PROPERTY,HISPANIC,2016
51969,RUSSO_JD,2921.34.(A)(3),1,11,10000.0,PERSONAL,WHITE,2016
51971,FRIEDLAND_CB,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2016
51972,ROOM_A,2925.11(A),1,1,,CASH/SURETY/PROPERTY,WHITE,2016
51973,AMBROSE_D,2921.34.(A)(3),1,5,5000.0,PERSONAL,BLACK,2016
51975,RUSSO_NM,2925.11(A),1,0,1500.0,CASH/SURETY/PROPERTY,WHITE,2016
51976,GALL_SE,2913.02(A)(3),1,0,5000.0,PERSONAL,BLACK,2016
51977,ROOM_A,2903.11,1,1,,CASH/SURETY/PROPERTY,BLACK,2016
51978,DONNELLY_MP,2913.51(A),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2016
51979,GALLAGHER_HL,2919.25(A),1,0,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
51980,BURNSIDE_JR,2917.13(A)(1),1,0,2500.0,PERSONAL,WHITE,2016
51981,ROOM_A,2911.01,1,2,,CASH/SURETY/PROPERTY,BLACK,2016
51982,ASTRAB_M,2911.211(A),1,6,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
51983,FUERST_NA,2919.25(A),1,1,7500.0,CASH/SURETY/PROPERTY,WHITE,2016
51988,RUSSO_JD,2903.11(A)(1),1,9,10000.0,PERSONAL,HISPANIC,2016
51989,FRIEDLAND_CB,2913.02(A)(1),1,0,20000.0,PERSONAL,BLACK,2016
51991,ROOM_A,2963.24,1,5,,CASH/SURETY/PROPERTY,BLACK,2016
51992,ROOM_A,2963.24,1,2,,CASH/SURETY/PROPERTY,WHITE,2016
51995,ROOM_A,2925.03,1,0,,CASH/SURETY/PROPERTY,OTHER,2016
52001,SAFFOLD_SS,2903.12(A)(1),1,5,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
52002,SYNENBERG_J,2923.24(A),1,5,2500.0,PERSONAL,WHITE,2016
52005,WILLIAMS_CC,2950.05.E(1),1,4,10000.0,CASH/SURETY/PROPERTY,WHITE,2016
52008,CORRIGAN_BJ,2950.05.E(1),1,2,2500.0,PERSONAL,BLACK,2016
52009,BARKER_PA,2921.34.(A)(3),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
52011,JACKSON_ME,2925.11(A),1,1,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
52013,SYNENBERG_J,2913.51(A),1,0,1000.0,CASH/SURETY/PROPERTY,BLACK,2016
52015,MCDONNELL_NR,2913.02(A)(1),1,7,2500.0,CASH/SURETY/PROPERTY,WHITE,2016
52017,Judge2_NO,2919.25(A),1,12,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
52020,RUSSO_NM,2907.31(A)(1),1,0,1500.0,PERSONAL,WHITE,2016
52022,SYNENBERG_J,2919.21(A)(2),1,9,1500.0,CASH/SURETY/PROPERTY,BLACK,2016
52025,CALABRESE_DR,2913.02(A)(1),1,15,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
52028,DONNELLY_MP,2919.25,1,10,5000.0,PERSONAL,WHITE,2016
52031,Judge2_NO,2905.02,1,0,,CASH/SURETY/PROPERTY,BLACK,2016
52032,GALL_SE,2925.11(A),1,20,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
52035,ROOM_A,2963.24,1,0,,CASH/SURETY/PROPERTY,OTHER,2016
52038,JACKSON_ME,2950.05.F(1),1,5,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
52048,ROOM_A,2907.02,1,0,,CASH/SURETY/PROPERTY,BLACK,2016
52049,RUSSO_JJ,2925.11(A),1,0,1500.0,PERSONAL,OTHER,2016
52050,Judge2_NO,2919.25,1,7,,CASH/SURETY/PROPERTY,BLACK,2016
52057,Judge2_NO,2919.25,1,1,,CASH/SURETY/PROPERTY,BLACK,2016
52061,ROOM_A,2903.11(A)(1),1,1,,CASH/SURETY/PROPERTY,BLACK,2016
52062,SAFFOLD_SS,2921.34.(A)(3),1,4,10000.0,CASH/SURETY/PROPERTY,WHITE,2016
52063,ROOM_A,2903.11(A)(1),1,8,,CASH/SURETY/PROPERTY,BLACK,2016
52064,GALLAGHER_HL,2913.51,1,0,1500.0,PERSONAL,BLACK,2016
52070,ROOM_A,2913.32,1,1,,CASH/SURETY/PROPERTY,BLACK,2016
52078,SAFFOLD_SS,2921.331(B),1,3,5000.0,CASH/SURETY/PROPERTY,WHITE,2016
52082,CALABRESE_DR,2925.11(A),1,4,2500.0,PERSONAL,WHITE,2016
52085,ROOM_A,2907.07,1,5,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
52088,ROOM_A,2911.12,1,3,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
52094,RUSSO_NM,2913.02(A)(1),1,4,15000.0,CASH/SURETY/PROPERTY,WHITE,2016
52095,SYNENBERG_J,2923.16(B),1,0,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
52102,AMBROSE_D,2925.11(A),1,2,2500.0,CASH/SURETY/PROPERTY,BLACK,2016
52104,VILLANUEVA_JA,2923.13(A)(3),1,6,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
52107,Judge2_NO,2903.11,1,0,,CASH/SURETY/PROPERTY,WHITE,2016
52115,ODONNELL_JP,2919.25(A),1,5,50000.0,CASH/SURETY/PROPERTY,BLACK,2016
52120,KILBANE_A,2925.11(A),1,0,2500.0,PERSONAL,WHITE,2016
52121,GAUL_D,2903.13(A),1,1,2500.0,CASH/SURETY/PROPERTY,WHITE,2016
52124,CALABRESE_DR,2925.11(A),1,0,7500.0,CASH/SURETY/PROPERTY,WHITE,2016
52127,MCCLELLAND_RC,2923.24,1,0,1500.0,PERSONAL,WHITE,2016
52128,CALABRESE_DR,2913.03(A),1,3,2500.0,PERSONAL,BLACK,2016
52133,MIDAY_S,2913.51(A),1,7,5000.0,CASH/SURETY/PROPERTY,BLACK,2016
52135,GAUL_D,2913.51(A),1,1,2500.0,PERSONAL,WHITE,2016
52140,MCCORMICK_T,2919.25(A),1,3,10000.0,CASH/SURETY/PROPERTY,WHITE,2016
52142,FRIEDMAN_SA,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2016
52143,CORRIGAN_BJ,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2016
52146,BURNSIDE_JR,2923.12(A)(2),1,7,10000.0,CASH/SURETY/PROPERTY,BLACK,2016
52147,MATIA_DT,2925.11(A),1,0,1500.0,PERSONAL,WHITE,2016
52148,FRIEDLAND_CB,2919.25(A),1,5,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
52149,RUSSO_JJ,2919.25(A),1,10,25000.0,CASH/SURETY/PROPERTY,BLACK,2016
